Term	inDocumentsCount	RawFrequency	RelativeFrequency	RelativePeakedness	RelativeSkewness	Distributions
ⲁⲛⲁⲡⲁⲩⲥⲓⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲛⲁⲭⲱⲣⲉⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲛⲇⲣⲉⲁⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲛⲟⲙⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲡⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲡⲉⲩⲟⲓϣ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲡⲟⲧⲁⲥⲥⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲣⲉϩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲣⲙⲁⲑⲁⲉⲓⲙ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲣⲛⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲣⲭⲉⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲣⲭⲏ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲣⲭⲏⲅⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲣⲭⲓⲉⲣⲉⲩⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲣⲭⲓⲥⲩⲛⲁⲅⲱⲅⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲣⲱⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲧⲙⲟⲩⲛⲕ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲧⲥⲃⲃⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲧⲥⲃⲱ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲩⲛⲉϫ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲁⲫⲉⲕⲁⲧⲟⲛⲧⲁⲣⲭⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲃⲁⲃⲩⲗⲱⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲃⲁⲓϣⲓⲛⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲃⲁⲟⲩⲣⲓⲙ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲃⲁⲡⲧⲓⲍⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲃⲃⲣⲣⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲃⲉⲉⲗⲍⲉⲃⲟⲩⲗ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲃⲉⲛⲓⲁⲙⲓⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲃⲉⲣⲍⲉⲗⲗⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲃⲏⲑⲁⲛⲓⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲃⲏⲛⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲃⲏⲥⲁⲗⲱⲙ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲃⲟⲗⲃⲗ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲃⲱⲕⲉⲡⲟⲩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲅⲁⲃⲁⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲅⲁⲇ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲅⲁⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲅⲉⲑ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲅⲓⲅⲁⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲅⲛⲁⲕⲗⲓⲣⲟⲛⲟⲙⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲇⲁⲛⲓⲥⲧⲏⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲇⲓⲁⲑⲏⲕⲏ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲇⲓⲁⲑⲩⲕⲏ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉϥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉϥⲧⲙⲁⲓⲏⲟⲩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉϩⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉϩⲏⲣⲱⲇⲓⲱⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉϩⲙ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉϯ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲁⲥϫⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲃⲟⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲍⲉⲕⲓⲁⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲓⲇⲱⲗⲟⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲓⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲓⲙⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲓⲙⲥⲟⲛⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲗⲟⲟⲗⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲙⲧⲟⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲛⲧⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲝⲉⲇⲣⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲡⲁⲓⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲡⲉⲓⲇⲏ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲡⲉⲥⲏⲧⲉϥⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲡⲉⲧⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲡⲉⲩϫⲁⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲡⲓⲑⲩⲙⲉⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲡⲓⲕⲁⲗⲉⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲣϣⲁⲛ_ⲁⲛⲟⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲣϣⲁⲛ_ⲛⲧⲟⲟⲩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲣϣⲁⲛ_ⲛⲧⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲣⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲣⲉ_ⲛⲧⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲣⲏⲙⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲣⲱⲧⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲥⲏⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲧⲉⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲧⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲧⲡⲱ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲧⲣⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲧⲣⲁϣⲱⲡⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲧⲣⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲩϭⲏⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲩⲫⲣⲁⲛⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲩⲱ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲉⲱⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲍⲁⲭⲁⲣⲓⲁⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲏⲥⲱⲛⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲑⲁⲗⲁⲥⲥⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲑⲁⲙⲁⲣ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲑⲃⲃⲓⲟ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲑⲉⲣⲁⲡⲟⲩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲑⲓⲉⲗⲏⲙ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲑⲓⲉⲗⲓⲏⲙ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲑⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲑⲟⲉⲓⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲓⲁⲏⲗ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲓⲉⲃⲟⲩⲥⲑⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲓⲉⲣⲏⲙⲓⲁⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲓⲟⲣⲇⲁⲛⲏⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲓⲱϩⲁⲛⲛⲏⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲁⲃⲁⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲁⲓⲣⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲁⲡⲉϥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲁⲣⲡⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲁⲧⲁⲡⲉⲧⲁⲥⲙⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲁⲩⲙⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲃⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲉⲙⲏⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲉⲧⲟⲩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲓⲃⲱⲧⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲛⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲟⲓⲃⲱⲧⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲟⲛⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲟⲟϩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲟⲩⲉⲣⲏⲧⲉϩⲉⲧⲧⲡⲛⲛⲏ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲣⲟϥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲕⲣⲟⲕⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲗⲁⲃⲁⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲗⲉⲗⲟⲩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲗⲏⲥⲧⲏⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲗⲓⲃⲁⲛⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲗⲟⲃⲉⲛⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲗⲩⲡⲏ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲗⲱϫϭ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲁⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲁⲉⲩϫⲏϩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲁⲏⲗ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲁⲗⲓⲥⲧⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲁⲗⲗⲟⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲁⲙⲡⲱⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲁⲣⲑⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲁⲣⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲁⲣⲟⲩⲛⲟϫ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲁⲣⲟⲩⲟⲩⲉϩⲛⲁⲩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲁⲥⲥⲁⲓⲁⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲁⲥⲥⲏⲫⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲁⲥⲧⲓⲅⲝ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲁⲩⲁⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲉϣⲧⲡ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲉϩⲛⲉⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲉⲉⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲉⲕϩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲉⲛⲧⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲉⲣⲓⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲏⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲓϣⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲓⲥⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲕⲁϩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲙⲁⲭⲓⲣ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲙⲉⲙⲫⲓⲃⲟⲥⲑⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲙⲏⲛⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲙⲟⲭⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲛⲓⲉⲣⲟⲃⲟⲁⲗ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲛⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲛⲧⲁⲧϩⲏⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲛⲧⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲛⲧⲕⲟⲥⲙⲓⲕⲟⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲛⲧⲛⲟϭ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲛⲧⲣⲉϥϫⲛⲁⲁⲩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲛⲧⲣⲟⲟⲩⲛⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲛⲧⲣⲣⲟ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲛⲱⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲟⲕϩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲟⲕⲙⲉⲕ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲟⲛⲟⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲟⲟⲩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲟⲩⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲡϥϯ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲡϥⲉϣϭⲙϭⲟⲙ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲡⲁϣⲏⲗ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲡⲁⲧⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲡⲉⲗϭⲱⲃ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲡⲉⲛⲧⲁⲩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲡⲉⲣϫⲓⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲡⲕⲕⲟⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲡⲟⲩⲏⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲡⲣⲟϩⲓⲥⲧⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲣⲡ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲣⲱ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲧⲟⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲙⲱⲩⲥⲏⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛϣⲟⲡⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛϥⲟϫⲛⲉϥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛϥⲧⲉⲙⲉⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛϥⲧⲉⲙⲱϫⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛϩⲉⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛϩⲏⲗⲓϩⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛϩⲟⲩⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛϩⲣⲁⲫⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛϩⲣⲟⲩⲃ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛϩⲱⲣⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲁⲑⲁⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲁⲕⲁⲑⲟⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲁⲕⲗⲏⲣⲟⲛⲟⲙⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲁⲕⲟⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲁⲙⲙⲱⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲁⲙⲛⲱⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲁⲣϫⲟⲟⲗⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲁⲣⲁⲑⲏⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲁⲣⲓⲥⲧⲟⲃⲟⲩⲗⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲁⲣⲕⲓⲥⲥⲟⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲁⲥⲁⲣⲁⲭ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲁⲭⲓⲙⲉⲗⲉⲭ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲃⲁⲗⲁⲃⲉⲣⲓⲑ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲃⲑⲣⲣⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲅ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲅϩⲛⲧⲕ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲅⲁⲙⲁⲣⲓⲁⲥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲅⲉⲑ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲅⲉⲓⲁⲣⲁⲧⲕ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲅⲱⲃⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲉϣⲱⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲉϥⲉϣⲟⲩⲱⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲉϩⲃⲱ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲉϩⲥⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲉϫⲡ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲉⲓⲃⲁⲓⲛⲁϩⲃ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲉⲓⲕⲏⲉⲩⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲉⲕⲣⲟⲩⲣ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲉⲛⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲉⲛⲧⲁⲛⲉⲕ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲉⲣⲥⲟⲟⲩⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲉⲩϭⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲉⲩⲙⲟⲣ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲉⲫⲣⲁⲓⲙ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲉⲫⲩⲗⲟⲟⲩⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲍⲁⲙⲃⲣⲉⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲍⲁⲙⲃⲣⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲍⲁⲣⲁⲉⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲏⲩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲑⲁⲙⲁⲣ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲓⲁⲥⲱⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲓⲉⲃⲟⲩⲥⲑⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲓⲉⲙⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲓⲱⲥⲏⲡ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲕⲏⲣⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲗⲁⲕⲱⲛⲏ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲙⲡ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲙⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲛⲓⲙ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲛⲛⲧⲁⲩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲟϫⲧ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲟⲙⲓⲙⲟⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲟⲩϫ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲟⲩⲃ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲣⲙⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲣⲙⲛϣϭⲟⲣ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲣⲱϥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲥϯ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲥⲁⲗⲱⲙ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲥⲁⲫⲁⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲥⲏⲱⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲥⲓⲃⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲥⲓⲫ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲥⲩⲭⲉⲙ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲧⲁ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲧⲉⲧⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲧⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲧⲟⲟⲩⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲧⲣⲁϩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲧⲱⲣⲧⲣ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲭⲁⲃⲉⲣ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲛⲱⲛ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲟϣϥ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲟϣⲟⲩ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲟⲉⲓϣ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲟⲉⲓⲕ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲟⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲟⲙⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲟⲙⲟⲩⲥⲉⲓ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲟⲥⲉ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
ⲟⲥⲟ	1	1	4.6416637E-5	NaN	NaN	9.2833274E-5
